IPAddress,Parameter,Periodicity,RFValue,Thresholdvalue,ClientName
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/13),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/14),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/15),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/16),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/7),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/8),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/9),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(Vlan101),180,3,10,ATMSL
192.168.224.3,InterfaceInErrorsRate(GigabitEthernet0/20),180,3,10,ATMSL
192.168.224.3,InterfaceCRCErrors(GigabitEthernet0/20),120,3,100,ATMSL
192.168.224.3,InterfaceCRCErrors(GigabitEthernet0/21),120,3,100,ATMSL
192.168.224.3,InterfaceCRCErrors(GigabitEthernet0/22),120,3,100,ATMSL
192.168.224.3,InterfaceCRCErrors(GigabitEthernet0/23),120,3,100,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/20),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/21),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/22),180,3,10,ATMSL
192.168.224.3,InterfaceInDiscardsRate(GigabitEthernet0/23),180,3,10,ATMSL
192.168.224.3,InterfaceInErrorsRate(GigabitEthernet0/13),180,3,10,ATMSL
192.168.224.3,InterfaceInErrorsRate(GigabitEthernet0/14),180,3,10,ATMSL
